file_id,filename,original_path,lines_of_code,file_size_kb,php_version_changes,has_version_changes
215,215_config.php,wordpress_4.0/wp-content\plugins\akismet\views\config.php,174,8.3,1,True
216,216_widgets.php,wordpress_4.0/wp-admin\includes\widgets.php,245,8.2,3,True
217,217_class-wp-filesystem-ftpsockets.php,wordpress_4.0/wp-admin\includes\class-wp-filesystem-ftpsockets.php,352,8.2,2,True
218,218_string.php,wordpress_4.0/wp-includes\Text\Diff\Engine\string.php,248,8.2,5,True
219,219_export.php,wordpress_4.0/wp-admin\export.php,243,8.1,2,True
220,220_revision.php,wordpress_4.0/wp-admin\revision.php,221,8.1,2,True
221,221_wp-mail.php,wordpress_4.0/wp-mail.php,260,8.1,4,True
222,222_menu.php,wordpress_4.0/wp-admin\includes\menu.php,322,8.0,4,True
223,223_translation-install.php,wordpress_4.0/wp-admin\includes\translation-install.php,240,8.0,1,True
224,224_Sniffer.php,wordpress_4.0/wp-includes\SimplePie\Content\Type\Sniffer.php,332,7.9,4,True
225,225_default-constants.php,wordpress_4.0/wp-includes\default-constants.php,323,7.9,2,True
226,226_site-info.php,wordpress_4.0/wp-admin\network\site-info.php,178,7.9,3,True
227,227_menu-header.php,wordpress_4.0/wp-admin\menu-header.php,227,7.8,4,True
228,228_revision.php,wordpress_4.0/wp-admin\includes\revision.php,228,7.8,2,True
229,229_about.php,wordpress_4.0/wp-admin\about.php,193,7.4,5,True
230,230_mo.php,wordpress_4.0/wp-includes\pomo\mo.php,262,7.4,4,True
231,231_IPv6.php,wordpress_4.0/wp-includes\SimplePie\Net\IPv6.php,276,7.4,4,True
232,232_translations.php,wordpress_4.0/wp-includes\pomo\translations.php,275,7.4,8,True
233,233_site-settings.php,wordpress_4.0/wp-admin\network\site-settings.php,173,7.3,4,True
234,234_site-themes.php,wordpress_4.0/wp-admin\network\site-themes.php,185,7.3,3,True
235,235_Parser.php,wordpress_4.0/wp-includes\SimplePie\XML\Declaration\Parser.php,362,7.0,2,True
236,236_taxonomy.php,wordpress_4.0/wp-admin\includes\taxonomy.php,284,7.0,2,True
237,237_class-phpass.php,wordpress_4.0/wp-includes\class-phpass.php,260,6.8,4,True
238,238_edit-tag-form.php,wordpress_4.0/wp-admin\edit-tag-form.php,204,6.8,1,True
239,239_post-formats.php,wordpress_4.0/wp-includes\post-formats.php,243,6.8,2,True
240,240_class-wp-importer.php,wordpress_4.0/wp-admin\includes\class-wp-importer.php,302,6.7,4,True
241,241_credits.php,wordpress_4.0/wp-admin\credits.php,192,6.7,5,True
242,242_Renderer.php,wordpress_4.0/wp-includes\Text\Diff\Renderer.php,235,6.5,3,True
243,243_admin-header.php,wordpress_4.0/wp-admin\admin-header.php,243,6.5,3,True
244,244_start.php,wordpress_4.0/wp-content\plugins\akismet\views\start.php,95,6.4,1,True
245,245_custom-header.php,wordpress_4.0/wp-content\themes\twentythirteen\inc\custom-header.php,227,6.4,1,True
246,246_site-new.php,wordpress_4.0/wp-admin\network\site-new.php,153,6.3,3,True
247,247_class.wp-scripts.php,wordpress_4.0/wp-includes\class.wp-scripts.php,247,6.3,5,True
248,248_theme-install.php,wordpress_4.0/wp-admin\includes\theme-install.php,205,6.3,1,True
249,249_edit-form-comment.php,wordpress_4.0/wp-admin\edit-form-comment.php,160,6.2,2,True
250,250_import.php,wordpress_4.0/wp-admin\includes\import.php,206,6.1,2,True
251,251_template-tags.php,wordpress_4.0/wp-content\themes\twentyfourteen\inc\template-tags.php,203,6.0,1,True
252,252_class-wp-links-list-table.php,wordpress_4.0/wp-admin\includes\class-wp-links-list-table.php,207,6.0,3,True
253,253_edit-link-form.php,wordpress_4.0/wp-admin\edit-link-form.php,150,5.9,1,True
254,254_Registry.php,wordpress_4.0/wp-includes\SimplePie\Registry.php,225,5.9,1,True
255,255_index.php,wordpress_4.0/wp-admin\index.php,131,5.8,2,True
256,256_class-wp-error.php,wordpress_4.0/wp-includes\class-wp-error.php,261,5.7,2,True
257,257_options-media.php,wordpress_4.0/wp-admin\options-media.php,136,5.7,2,True
258,258_pluggable-deprecated.php,wordpress_4.0/wp-includes\pluggable-deprecated.php,192,5.7,1,True
259,259_class.wp-styles.php,wordpress_4.0/wp-includes\class.wp-styles.php,210,5.6,5,True
260,260_inline.php,wordpress_4.0/wp-includes\Text\Diff\Renderer\inline.php,206,5.4,6,True
261,261_repair.php,wordpress_4.0/wp-admin\maint\repair.php,124,5.4,2,True
262,262_class-ftp-pure.php,wordpress_4.0/wp-admin\includes\class-ftp-pure.php,190,5.3,3,True
263,263_install-helper.php,wordpress_4.0/wp-admin\install-helper.php,199,5.3,1,True
264,264_vars.php,wordpress_4.0/wp-includes\vars.php,144,5.2,3,True
265,265_import.php,wordpress_4.0/wp-admin\import.php,132,5.1,3,True
266,266_comments-popup.php,wordpress_4.0/wp-includes\theme-compat\comments-popup.php,128,5.1,0,False
267,267_media.php,wordpress_4.0/wp-admin\media.php,146,5.1,3,True
268,268_customizer.php,wordpress_4.0/wp-content\themes\twentyfourteen\inc\customizer.php,109,5.1,1,True
269,269_shell.php,wordpress_4.0/wp-includes\Text\Diff\Engine\shell.php,162,5.0,3,True
270,270_class-wp-ajax-response.php,wordpress_4.0/wp-includes\class-wp-ajax-response.php,199,5.0,3,True
271,271_Memcache.php,wordpress_4.0/wp-includes\SimplePie\Cache\Memcache.php,183,5.0,1,True
272,272_feed-atom-comments.php,wordpress_4.0/wp-includes\feed-atom-comments.php,115,4.9,0,False
273,273_wp-activate.php,wordpress_4.0/wp-activate.php,131,4.8,1,True
274,274_comment.php,wordpress_4.0/wp-admin\includes\comment.php,171,4.8,1,True
275,275_wp-comments-post.php,wordpress_4.0/wp-comments-post.php,164,4.8,2,True
276,276_wp-mce-help.php,wordpress_4.0/wp-includes\js\tinymce\wp-mce-help.php,145,4.8,1,True
277,277_DB.php,wordpress_4.0/wp-includes\SimplePie\Cache\DB.php,137,4.6,1,True
278,278_my-sites.php,wordpress_4.0/wp-admin\my-sites.php,145,4.6,3,True
279,279_custom-header.php,wordpress_4.0/wp-content\themes\twentytwelve\inc\custom-header.php,165,4.5,1,True
280,280_class-wp-customize-panel.php,wordpress_4.0/wp-includes\class-wp-customize-panel.php,200,4.4,2,True
281,281_streams.php,wordpress_4.0/wp-includes\pomo\streams.php,209,4.4,7,True
282,282_plugin-install.php,wordpress_4.0/wp-admin\plugin-install.php,115,4.4,2,True
283,283_Caption.php,wordpress_4.0/wp-includes\SimplePie\Caption.php,210,4.4,3,True
284,284_upgrade.php,wordpress_4.0/wp-admin\network\upgrade.php,120,4.4,3,True
285,285_custom-header.php,wordpress_4.0/wp-content\themes\twentyfourteen\inc\custom-header.php,147,4.4,1,True
286,286_ms-default-constants.php,wordpress_4.0/wp-includes\ms-default-constants.php,153,4.4,0,False
287,287_File.php,wordpress_4.0/wp-includes\SimplePie\Cache\File.php,173,4.3,1,True
288,288_image.php,wordpress_4.0/wp-content\themes\twentytwelve\image.php,116,4.3,1,True
289,289_Cache.php,wordpress_4.0/wp-includes\SimplePie\Cache.php,133,4.2,1,True
290,290_class-wp-customize-section.php,wordpress_4.0/wp-includes\class-wp-customize-section.php,196,4.2,2,True
291,291_menu.php,wordpress_4.0/wp-admin\network\menu.php,63,4.1,1,True
292,292_upgrade.php,wordpress_4.0/wp-admin\upgrade.php,116,4.1,2,True
293,293_tools.php,wordpress_4.0/wp-admin\tools.php,75,4.1,2,True
294,294_async-upload.php,wordpress_4.0/wp-admin\async-upload.php,114,4.0,3,True
295,295_wp-trackback.php,wordpress_4.0/wp-trackback.php,127,3.9,5,True
296,296_comments.php,wordpress_4.0/wp-includes\theme-compat\comments.php,101,3.9,1,True
297,297_class-feed.php,wordpress_4.0/wp-includes\class-feed.php,140,3.8,2,True
298,298_post-thumbnail-template.php,wordpress_4.0/wp-includes\post-thumbnail-template.php,142,3.8,3,True
299,299_sidebar.php,wordpress_4.0/wp-includes\theme-compat\sidebar.php,83,3.8,1,True
300,300_user-new.php,wordpress_4.0/wp-admin\network\user-new.php,106,3.8,3,True
301,301_Restriction.php,wordpress_4.0/wp-includes\SimplePie\Restriction.php,155,3.7,3,True
302,302_Credit.php,wordpress_4.0/wp-includes\SimplePie\Credit.php,156,3.6,3,True
303,303_Category.php,wordpress_4.0/wp-includes\SimplePie\Category.php,157,3.6,3,True
304,304_feed-rss2-comments.php,wordpress_4.0/wp-includes\feed-rss2-comments.php,97,3.6,0,False
305,305_ms-delete-site.php,wordpress_4.0/wp-admin\ms-delete-site.php,91,3.6,1,True
306,306_ms-default-filters.php,wordpress_4.0/wp-includes\ms-default-filters.php,82,3.5,1,True
307,307_feed-rss2.php,wordpress_4.0/wp-includes\feed-rss2.php,115,3.5,0,False
308,308_Author.php,wordpress_4.0/wp-includes\SimplePie\Author.php,157,3.5,3,True
309,309_link-manager.php,wordpress_4.0/wp-admin\link-manager.php,99,3.4,2,True
310,310_Base.php,wordpress_4.0/wp-includes\SimplePie\Cache\Base.php,114,3.4,0,False
311,311_Rating.php,wordpress_4.0/wp-includes\SimplePie\Rating.php,129,3.4,3,True
312,312_admin-ajax.php,wordpress_4.0/wp-admin\admin-ajax.php,98,3.3,2,True
313,313_freedoms.php,wordpress_4.0/wp-admin\freedoms.php,57,3.3,3,True
314,314_Copyright.php,wordpress_4.0/wp-includes\SimplePie\Copyright.php,130,3.3,3,True
315,315_compat.php,wordpress_4.0/wp-includes\compat.php,125,3.2,2,True
316,316_list-table.php,wordpress_4.0/wp-admin\includes\list-table.php,113,3.1,2,True
317,317_load-styles.php,wordpress_4.0/wp-admin\load-styles.php,153,3.1,3,True
318,318_media-upload.php,wordpress_4.0/wp-admin\media-upload.php,100,3.1,1,True
319,319_media-new.php,wordpress_4.0/wp-admin\media-new.php,84,3.1,2,True
320,320_image.php,wordpress_4.0/wp-content\themes\twentythirteen\image.php,82,3.0,1,True
321,321_content.php,wordpress_4.0/wp-content\themes\twentytwelve\content.php,73,3.0,1,True
322,322_xmlrpc.php,wordpress_4.0/xmlrpc.php,101,3.0,1,True
323,323_feed-atom.php,wordpress_4.0/wp-includes\feed-atom.php,87,2.9,0,False
324,324_wp-cron.php,wordpress_4.0/wp-cron.php,115,2.9,2,True
325,325_index.php,wordpress_4.0/wp-admin\network\index.php,79,2.8,2,True
326,326_load-scripts.php,wordpress_4.0/wp-admin\load-scripts.php,162,2.8,2,True
327,327_class-wp-http-ixr-client.php,wordpress_4.0/wp-includes\class-wp-http-ixr-client.php,97,2.7,3,True
328,328_template-loader.php,wordpress_4.0/wp-includes\template-loader.php,76,2.7,0,False
329,329_wp-config-sample.php,wordpress_4.0/wp-config-sample.php,80,2.7,1,True
330,330_class.akismet-widget.php,wordpress_4.0/wp-content\plugins\akismet\class.akismet-widget.php,110,2.7,3,True
331,331_wp-load.php,wordpress_4.0/wp-load.php,73,2.7,3,True
332,332_image.php,wordpress_4.0/wp-content\themes\twentyfourteen\image.php,79,2.6,1,True
333,333_feed-rdf.php,wordpress_4.0/wp-includes\feed-rdf.php,81,2.6,0,False
334,334_link.php,wordpress_4.0/wp-admin\link.php,117,2.6,2,True
335,335_ms-files.php,wordpress_4.0/wp-includes\ms-files.php,82,2.5,3,True
336,336_author.php,wordpress_4.0/wp-content\themes\twentytwelve\author.php,84,2.5,0,False
337,337_entry.php,wordpress_4.0/wp-includes\pomo\entry.php,78,2.5,2,True
338,338_post-new.php,wordpress_4.0/wp-admin\post-new.php,74,2.4,2,True
339,339_admin.php,wordpress_4.0/wp-admin\includes\admin.php,74,2.4,0,False
340,340_akismet.php,wordpress_4.0/wp-content\plugins\akismet\akismet.php,59,2.4,1,True
341,341_wp-links-opml.php,wordpress_4.0/wp-links-opml.php,80,2.3,3,True
342,342_taxonomy-post_format.php,wordpress_4.0/wp-content\themes\twentyfourteen\taxonomy-post_format.php,85,2.3,0,False
343,343_admin-footer.php,wordpress_4.0/wp-admin\admin-footer.php,99,2.3,0,False
344,344_comments.php,wordpress_4.0/wp-content\themes\twentyfourteen\comments.php,66,2.3,1,True
345,345_header.php,wordpress_4.0/wp-content\themes\twentyfourteen\header.php,65,2.2,1,True
346,346_Core.php,wordpress_4.0/wp-includes\SimplePie\Core.php,57,2.2,0,False
347,347_hello.php,wordpress_4.0/wp-content\plugins\hello.php,82,2.2,0,False
348,348_header.php,wordpress_4.0/wp-content\themes\twentytwelve\header.php,53,2.2,1,True
349,349_xdiff.php,wordpress_4.0/wp-includes\Text\Diff\Engine\xdiff.php,64,2.2,1,True
350,350_back-compat.php,wordpress_4.0/wp-content\themes\twentyfourteen\inc\back-compat.php,63,2.1,1,True
351,351_Exception.php,wordpress_4.0/wp-includes\SimplePie\Exception.php,52,2.1,0,False
352,352_content.php,wordpress_4.0/wp-content\themes\twentyfourteen\content.php,66,2.1,1,True
353,353_back-compat.php,wordpress_4.0/wp-content\themes\twentythirteen\inc\back-compat.php,63,2.1,1,True
354,354_content-gallery.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-gallery.php,57,2.1,1,True
355,355_content-aside.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-aside.php,57,2.1,1,True
356,356_content-audio.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-audio.php,57,2.1,1,True
357,357_content-image.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-image.php,57,2.1,1,True
358,358_content-quote.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-quote.php,57,2.1,1,True
359,359_content-video.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-video.php,57,2.1,1,True
360,360_comments.php,wordpress_4.0/wp-content\themes\twentytwelve\comments.php,60,2.1,1,True
361,361_content.php,wordpress_4.0/wp-content\themes\twentythirteen\content.php,57,2.1,1,True
362,362_content-link.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-link.php,57,2.1,1,True
363,363_archive.php,wordpress_4.0/wp-content\themes\twentyfourteen\archive.php,74,2.1,0,False
364,364_archive.php,wordpress_4.0/wp-content\themes\twentytwelve\archive.php,63,2.0,0,False
365,365_index.php,wordpress_4.0/wp-content\themes\twentytwelve\index.php,66,2.0,0,False
366,366_ms-deprecated.php,wordpress_4.0/wp-admin\includes\ms-deprecated.php,78,1.9,0,False
367,367_link-parse-opml.php,wordpress_4.0/wp-admin\link-parse-opml.php,84,1.9,2,True
368,368_header.php,wordpress_4.0/wp-content\themes\twentythirteen\header.php,51,1.9,1,True
369,369_author.php,wordpress_4.0/wp-content\themes\twentyfourteen\author.php,74,1.9,0,False
370,370_comments.php,wordpress_4.0/wp-content\themes\twentythirteen\comments.php,59,1.8,1,True
371,371_content-gallery.php,wordpress_4.0/wp-content\themes\twentythirteen\content-gallery.php,45,1.8,1,True
372,372_archive.php,wordpress_4.0/wp-content\themes\twentythirteen\archive.php,55,1.8,0,False
373,373_header.php,wordpress_4.0/wp-includes\theme-compat\header.php,49,1.7,0,False
374,374_author.php,wordpress_4.0/wp-content\themes\twentythirteen\author.php,62,1.7,0,False
375,375_content-image.php,wordpress_4.0/wp-content\themes\twentythirteen\content-image.php,41,1.7,1,True
376,376_content-video.php,wordpress_4.0/wp-content\themes\twentythirteen\content-video.php,41,1.7,1,True
377,377_admin-post.php,wordpress_4.0/wp-admin\admin-post.php,71,1.6,1,True
378,378_page.php,wordpress_4.0/wp-content\themes\twentythirteen\page.php,50,1.6,1,True
379,379_tag.php,wordpress_4.0/wp-content\themes\twentyfourteen\tag.php,60,1.6,0,False
380,380_index.php,wordpress_4.0/wp-content\themes\twentyfourteen\index.php,61,1.5,0,False
381,381_content-status.php,wordpress_4.0/wp-content\themes\twentytwelve\content-status.php,42,1.5,0,False
382,382_category.php,wordpress_4.0/wp-content\themes\twentyfourteen\category.php,58,1.5,0,False
383,383_category.php,wordpress_4.0/wp-content\themes\twentytwelve\category.php,51,1.4,0,False
384,384_tag.php,wordpress_4.0/wp-content\themes\twentytwelve\tag.php,52,1.4,0,False
385,385_content-audio.php,wordpress_4.0/wp-content\themes\twentythirteen\content-audio.php,37,1.4,1,True
386,386_content-link.php,wordpress_4.0/wp-content\themes\twentythirteen\content-link.php,36,1.3,1,True
387,387_search.php,wordpress_4.0/wp-content\themes\twentytwelve\search.php,49,1.3,0,False
388,388_contributors.php,wordpress_4.0/wp-content\themes\twentyfourteen\page-templates\contributors.php,52,1.3,0,False
389,389_content-aside.php,wordpress_4.0/wp-content\themes\twentytwelve\content-aside.php,28,1.2,0,False
390,390_search.php,wordpress_4.0/wp-content\themes\twentyfourteen\search.php,49,1.2,0,False
391,391_content-aside.php,wordpress_4.0/wp-content\themes\twentythirteen\content-aside.php,31,1.2,1,True
392,392_content-quote.php,wordpress_4.0/wp-content\themes\twentythirteen\content-quote.php,27,1.2,1,True
393,393_footer.php,wordpress_4.0/wp-includes\theme-compat\footer.php,30,1.2,0,False
394,394_feed-rss.php,wordpress_4.0/wp-includes\feed-rss.php,46,1.2,0,False
395,395_page.php,wordpress_4.0/wp-content\themes\twentyfourteen\page.php,48,1.2,0,False
396,396_taxonomy-post_format.php,wordpress_4.0/wp-content\themes\twentythirteen\taxonomy-post_format.php,41,1.1,0,False
397,397_content-link.php,wordpress_4.0/wp-content\themes\twentytwelve\content-link.php,26,1.1,0,False
398,398_tag.php,wordpress_4.0/wp-content\themes\twentythirteen\tag.php,43,1.1,0,False
399,399_content-image.php,wordpress_4.0/wp-content\themes\twentytwelve\content-image.php,28,1.1,0,False
400,400_category.php,wordpress_4.0/wp-content\themes\twentythirteen\category.php,41,1.1,0,False
401,401_wp-tinymce.php,wordpress_4.0/wp-includes\js\tinymce\wp-tinymce.php,39,1.1,2,True
402,402_content-featured-post.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-featured-post.php,34,1.1,0,False
403,403_author-bio.php,wordpress_4.0/wp-content\themes\twentythirteen\author-bio.php,34,1.1,0,False
404,404_content-quote.php,wordpress_4.0/wp-content\themes\twentytwelve\content-quote.php,25,1.1,0,False
405,405_content-chat.php,wordpress_4.0/wp-content\themes\twentythirteen\content-chat.php,31,1.1,1,True
406,406_single.php,wordpress_4.0/wp-content\themes\twentytwelve\single.php,33,1.0,0,False
407,407_single.php,wordpress_4.0/wp-content\themes\twentyfourteen\single.php,40,1.0,0,False
408,408_index.php,wordpress_4.0/wp-content\themes\twentythirteen\index.php,38,1.0,0,False
409,409_content-status.php,wordpress_4.0/wp-content\themes\twentythirteen\content-status.php,25,1.0,1,True
410,410_front-page.php,wordpress_4.0/wp-content\themes\twentytwelve\page-templates\front-page.php,35,1.0,0,False
411,411_sidebar-front.php,wordpress_4.0/wp-content\themes\twentytwelve\sidebar-front.php,35,1.0,0,False
412,412_content-none.php,wordpress_4.0/wp-content\themes\twentyfourteen\content-none.php,31,0.9,0,False
